id,ZIV20_pocet,ZIV20_1,ZIV20_2,ZIV20_3,ZIV20_4,ZIV20_5,ZIV20_6,ZIV20_7,ZIV20_8,ZIV20_9,ZIV20_10,ZIV20_11,ZIV20_12,ZIV20_13,ZIV20_14,ZIV20_15,ZIV20_16
252,20,8,7,11,10,5,6,6,1,4,6,3,1,3,5,4,1
253,11,4,3,3,2,4,3,4,2,3,1,3,3,2,1,1,2
254,14,3,2,1,4,2,3,3,4,2,2,1,3,2,2,1,2
255,12,3,3,2,2,3,4,4,5,2,3,3,3,2,2,2,2
256,12,4,2,3,2,4,3,2,2,4,3,1,2,5,3,2,1
257,9,2,2,2,2,2,2,3,3,1,1,2,3,5,6,3,3
258,7,0,1,1,2,1,2,2,2,1,1,0,2,1,1,1,1
259,12,2,2,2,3,4,2,2,3,3,1,1,1,3,2,1,3
260,4,0,0,1,1,0,1,1,1,0,2,2,1,1,1,2,1
261,3,2,2,1,0,2,1,1,0,1,0,0,0,0,0,0,0
262,11,4,2,3,1,5,1,3,2,3,2,4,2,2,2,2,1
263,5,0,1,1,0,2,1,1,1,2,2,2,0,1,2,2,2
264,9,3,2,3,2,4,2,2,1,5,3,1,2,3,2,1,1
265,14,1,1,1,3,3,2,3,3,3,2,4,6,4,5,4,5
266,11,1,1,3,2,4,4,5,5,5,3,2,1,3,2,3,2
267,11,2,2,3,3,2,2,2,4,2,2,2,2,1,3,1,1
268,16,3,3,3,2,2,2,3,3,1,2,3,5,4,4,3,2
269,12,4,2,1,1,3,1,1,1,3,1,2,2,6,6,1,1
270,15,5,6,4,4,2,6,5,4,2,3,6,3,2,3,6,2
271,4,1,0,1,2,1,1,1,3,0,0,1,3,0,1,2,2
272,14,3,0,0,1,4,4,2,1,4,4,2,4,5,4,2,2
273,10,1,2,2,1,1,2,1,0,4,4,3,1,1,1,3,3
274,5,0,0,0,1,0,1,1,1,3,3,2,1,3,1,2,2
275,16,6,6,3,4,4,4,6,6,5,4,6,6,2,2,5,3
276,6,2,2,1,2,0,0,1,3,0,1,2,2,1,0,1,1
277,7,1,2,1,2,0,1,2,1,1,1,4,3,1,1,3,2
278,18,3,5,6,8,5,4,5,4,3,2,3,5,3,3,3,3
279,10,5,6,2,1,6,6,4,1,2,4,5,1,3,4,2,1
280,11,2,2,1,3,1,1,1,3,1,1,4,5,4,3,5,4
281,3,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1
282,10,1,0,2,2,2,1,1,1,6,1,2,1,6,1,2,3
283,8,2,3,2,2,2,3,3,2,1,2,2,1,1,1,1,1
284,8,1,1,2,2,2,2,2,3,2,1,2,2,1,2,2,1
285,9,1,1,1,0,3,4,2,1,1,4,3,1,2,3,2,1
286,16,5,5,4,3,6,4,2,2,5,5,1,1,4,6,1,1
287,7,1,1,3,3,2,1,1,2,2,0,1,1,2,2,1,0
288,14,1,2,2,6,2,3,1,3,2,4,3,3,2,3,3,2
289,4,0,0,2,1,0,0,2,1,1,1,2,1,1,1,3,2
290,12,3,1,0,2,3,2,2,2,3,3,3,3,4,2,2,2
291,12,5,4,5,3,1,2,4,3,4,5,4,4,2,4,4,3
292,13,4,6,3,2,5,4,3,4,2,1,2,4,2,3,3,3
293,15,3,4,5,5,3,5,2,4,4,5,3,5,6,6,3,5
294,16,4,6,7,5,5,7,4,1,6,6,1,0,3,2,1,2
295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,2,1,1,1,1,1,2,2,1,0,0,0,1,0,0,0,0
297,14,2,3,3,3,2,0,2,2,3,1,1,2,6,4,1,2
298,13,3,3,3,3,4,4,1,4,2,5,3,3,2,4,5,5
299,13,3,4,3,2,2,3,2,3,3,2,2,3,3,3,3,1
300,11,3,4,3,3,2,2,2,2,3,3,2,4,2,3,2,2
301,10,2,2,2,3,1,2,3,4,3,2,2,4,2,2,3,3
302,12,5,4,2,2,3,3,1,1,2,3,0,1,2,4,1,2
303,8,1,2,2,2,1,1,2,1,2,2,2,2,1,3,1,1
304,8,3,4,2,1,2,3,3,3,1,3,2,1,0,3,1,2
305,17,3,3,4,7,3,3,5,7,3,5,5,6,4,6,4,5
306,7,4,1,1,1,3,1,1,1,3,1,0,1,2,1,1,1
307,32,6,5,4,2,7,5,4,4,4,6,4,5,7,9,10,7
308,8,3,2,2,1,1,2,3,2,3,1,2,1,3,3,3,1
309,4,1,1,1,1,2,2,2,1,2,1,1,1,0,1,1,2
310,4,2,1,1,2,1,0,0,1,1,0,0,0,0,1,1,1
311,7,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,2
312,9,5,1,0,0,5,5,4,1,2,3,3,0,1,3,4,4
313,12,3,6,5,1,1,2,3,2,2,4,2,1,2,3,2,1
314,12,3,3,4,2,4,1,4,2,3,2,3,3,3,3,2,0
315,11,3,3,3,4,4,5,4,5,2,2,3,4,4,4,4,3
316,12,1,1,3,3,3,2,3,3,2,2,3,2,5,5,5,3
317,21,2,4,6,5,2,2,6,8,3,6,9,10,4,7,6,5
318,9,1,2,2,5,1,1,1,4,2,2,2,0,1,1,2,3
319,11,1,1,2,2,0,1,1,2,1,3,4,7,3,2,2,5
320,15,3,3,2,1,4,5,1,1,4,5,2,1,7,8,3,3
321,9,3,2,3,1,2,1,2,2,2,1,2,2,3,3,3,2
322,16,5,4,7,4,4,3,4,3,3,1,1,1,2,1,0,2
323,11,3,3,3,2,4,2,2,2,1,1,2,2,2,2,3,2
324,9,3,2,1,2,2,3,2,4,2,2,2,3,2,2,3,2
325,45,15,15,6,3,16,8,4,5,13,17,6,3,21,15,2,1
326,8,3,3,2,3,2,3,2,2,1,1,0,1,3,2,1,1
327,9,3,1,1,2,3,3,4,4,1,1,2,1,1,2,1,1
328,10,1,0,1,1,4,1,1,1,2,2,2,2,1,3,4,1
329,11,2,2,2,5,1,2,5,6,1,2,4,3,1,2,3,3
330,16,2,2,3,3,3,2,3,4,5,3,4,4,4,5,4,4
331,11,1,3,3,1,4,6,3,1,4,4,3,3,3,3,2,1
332,17,2,1,2,1,5,3,3,1,9,4,4,3,9,7,3,5
333,15,4,4,5,5,3,2,6,6,4,4,3,5,2,2,3,2
334,11,2,2,2,2,4,4,2,3,5,2,3,2,4,3,2,3
335,9,1,1,1,3,3,2,2,5,2,1,1,3,3,2,2,1
336,14,4,3,3,4,3,2,2,2,1,1,2,4,3,1,2,4
337,6,2,1,2,1,2,1,1,2,3,2,1,2,2,2,2,2
338,8,3,4,3,3,2,3,2,3,2,3,2,3,1,2,1,4
339,7,2,2,1,2,1,1,2,3,2,2,2,2,2,1,2,2
340,24,8,9,4,2,5,11,8,1,10,11,4,2,10,9,4,2
341,14,3,4,3,8,2,2,1,8,2,2,2,4,1,3,3,5
342,13,4,3,5,4,2,3,3,2,4,1,2,2,4,3,3,2
343,12,4,3,2,3,2,1,1,3,2,1,1,2,1,1,4,5
344,21,1,4,5,9,4,5,3,4,4,3,3,3,3,3,3,2
345,6,0,0,1,1,1,1,1,1,3,2,1,2,2,2,1,2
346,3,1,1,0,2,1,0,1,2,1,1,1,1,0,0,1,0
347,12,2,0,1,6,1,1,3,3,1,1,2,3,1,2,2,2
348,15,6,7,6,9,3,2,5,9,2,3,5,7,1,3,9,8
349,7,1,0,0,3,1,0,3,3,1,0,3,4,1,0,1,4
350,7,3,1,0,0,2,2,2,1,3,1,1,1,4,2,2,2
351,15,5,3,2,2,4,3,3,2,5,4,1,2,2,4,4,3
352,13,4,4,4,3,3,3,3,2,3,2,3,3,2,3,3,3
353,12,1,2,2,2,1,1,2,2,4,2,3,2,4,4,6,3
354,12,4,2,2,1,5,5,4,4,5,4,3,3,2,4,3,2
355,15,3,2,4,5,4,2,2,1,3,4,6,5,3,3,3,5
356,13,1,2,3,4,0,2,3,4,1,2,5,4,2,1,2,3
357,15,3,6,6,3,2,4,6,6,1,2,3,6,1,1,3,4
358,13,1,1,2,2,2,1,2,3,1,2,3,3,2,6,7,7
359,10,5,6,3,3,2,2,3,1,3,1,1,1,2,2,1,1
360,6,2,1,1,3,2,1,1,1,2,2,2,1,1,1,1,2
361,5,0,1,2,2,1,1,2,3,2,2,1,3,0,1,2,2
362,8,1,0,1,0,1,1,1,0,3,2,0,2,3,3,1,2
363,14,1,1,3,8,2,2,2,3,2,3,4,2,2,3,4,2
364,16,1,2,8,8,2,4,7,8,2,3,10,4,4,3,11,2
365,8,1,1,1,1,3,0,1,2,4,5,2,0,4,6,2,1
366,12,2,3,3,2,3,3,3,3,3,3,2,2,3,2,2,3
367,12,1,4,4,2,5,5,3,3,5,3,4,2,3,4,2,1
368,15,1,2,2,2,3,2,2,2,3,2,4,5,2,2,4,5
369,16,2,4,4,3,1,1,1,1,3,2,1,6,3,3,4,5
370,10,2,3,2,1,3,3,2,3,4,1,2,3,4,1,1,3
371,17,3,5,4,4,4,4,3,4,3,5,2,3,6,6,3,3
372,12,1,1,1,3,1,2,1,2,3,2,1,1,5,4,4,4
373,18,5,11,8,5,3,5,7,8,1,2,4,5,2,1,3,4
374,13,0,1,1,2,3,2,3,3,5,5,3,4,4,6,6,6
375,18,4,6,4,5,4,4,2,5,3,4,3,4,2,2,1,2
376,17,5,4,6,5,5,2,1,2,3,4,3,2,2,4,4,2
377,26,8,8,10,10,6,7,3,8,1,8,3,5,5,8,2,7
378,33,7,10,9,4,7,8,4,5,2,8,6,3,9,13,8,6
379,24,5,3,3,6,6,5,6,8,5,6,4,8,8,6,6,6
380,10,3,2,3,2,2,2,2,2,1,1,3,3,2,2,2,1
381,10,2,1,2,1,2,1,2,2,3,2,2,2,1,1,4,3
382,12,4,3,0,0,6,4,1,1,6,4,1,1,7,2,1,2
383,16,2,2,3,1,2,2,4,4,1,1,2,6,4,5,7,9
384,10,4,4,1,1,3,3,1,0,6,4,1,0,5,4,0,0
385,18,5,6,3,3,3,5,3,4,9,9,4,3,5,9,3,2
386,15,2,4,4,3,2,1,5,3,1,1,5,5,2,2,3,7
387,10,5,2,2,0,3,0,2,3,2,1,3,2,2,2,2,1
388,12,1,0,1,2,2,2,3,3,1,4,3,3,2,5,0,2
389,13,5,4,4,3,3,5,8,6,2,2,3,4,3,5,6,4
390,17,2,6,8,2,1,5,7,5,2,1,5,5,2,2,4,6
391,24,7,9,4,6,7,9,7,6,3,7,6,7,7,12,8,3
392,25,6,7,5,2,4,3,4,1,8,9,7,4,2,9,7,6
393,12,5,6,5,3,2,5,4,2,2,5,4,2,1,2,3,3
394,4,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1
395,15,3,4,9,6,3,7,6,4,4,10,4,2,3,9,3,2
396,16,3,3,6,4,1,2,5,5,4,4,2,4,3,3,3,6
397,17,3,4,2,2,6,6,5,5,4,7,4,4,3,4,4,4
398,14,3,2,7,2,3,4,8,3,3,4,7,2,3,4,8,2
399,20,9,9,8,6,5,4,4,4,4,3,3,2,5,5,3,2
400,7,4,3,0,0,3,0,0,0,1,1,0,0,1,1,1,3
401,20,3,9,3,1,2,8,4,3,5,5,1,5,4,3,3,8
402,15,2,1,1,6,2,2,1,5,2,2,2,5,1,4,3,5
403,18,4,4,2,3,4,5,4,2,5,6,6,4,8,6,6,3
404,19,3,5,6,3,4,3,4,5,4,3,8,9,5,5,12,5
405,24,2,2,2,8,2,1,2,7,9,9,2,8,5,9,7,10
406,9,1,1,3,3,1,1,1,3,1,3,3,2,2,3,3,2
407,16,1,3,3,4,2,2,3,2,1,1,3,6,2,2,3,9
408,6,2,2,3,1,2,2,2,2,1,1,2,1,1,0,1,0
409,4,1,1,0,1,2,1,0,1,1,1,1,0,0,1,1,0
410,9,3,4,4,2,1,2,1,1,0,1,1,3,1,2,2,3
411,15,3,2,2,7,5,5,3,5,3,3,6,4,2,2,7,3
412,11,1,0,0,3,1,0,0,2,2,0,1,2,2,1,2,2
413,17,4,5,3,5,2,3,4,3,1,5,4,3,2,5,6,1
414,19,7,8,4,3,4,4,4,3,5,2,2,3,4,3,1,4
415,26,2,5,6,7,7,6,7,7,7,8,7,8,6,5,6,8
416,8,5,4,4,3,2,2,2,3,2,1,1,1,1,0,0,0
417,19,9,8,5,2,9,3,4,2,4,2,2,2,4,2,1,1
418,8,2,3,3,2,2,1,2,1,1,1,2,1,1,1,1,0
419,22,8,6,7,7,6,4,4,3,6,4,2,4,6,6,2,4
420,27,5,3,9,4,6,5,12,6,6,3,12,9,5,4,9,13
421,19,4,3,5,7,7,1,1,3,8,6,1,2,3,7,7,1
422,19,5,6,8,7,3,5,7,6,4,6,9,5,4,4,8,2
423,9,2,1,1,3,2,1,3,3,1,2,3,1,1,3,3,2
424,9,1,2,3,2,2,1,2,2,2,0,1,2,2,1,0,1
425,3,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0
426,8,1,3,4,4,1,1,3,4,0,0,1,3,1,1,1,2
427,4,1,1,3,1,0,0,2,1,1,1,1,1,1,2,2,0
428,19,2,4,3,4,4,4,3,5,5,2,7,9,5,5,7,3
429,25,4,6,4,5,3,6,6,8,6,7,4,7,7,6,4,7
430,17,5,3,2,4,4,3,2,11,1,1,2,5,2,0,2,3
431,10,3,3,2,2,2,2,2,1,2,2,2,1,1,1,2,2
432,3,2,0,0,0,2,1,1,0,0,1,1,0,1,1,1,1
433,5,1,1,1,1,1,1,0,0,1,1,2,2,1,2,2,3
434,8,3,3,5,2,3,4,4,2,1,2,1,1,0,1,1,1
435,26,4,3,1,2,4,3,3,2,6,3,3,9,14,14,5,10
436,23,11,12,12,5,6,6,5,2,4,5,6,2,4,2,3,3
437,16,3,3,3,3,1,2,5,6,3,5,5,5,2,3,3,2
438,18,2,5,10,7,3,5,5,7,3,4,4,2,3,1,1,3
439,18,1,1,6,4,8,1,2,3,8,2,2,3,7,7,2,1
440,10,1,3,4,3,2,2,3,3,4,2,2,1,2,1,1,2
441,12,3,3,3,2,2,3,2,3,1,3,1,3,1,4,1,2
442,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
443,4,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1
444,3,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1
445,3,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0
446,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1
447,6,2,2,2,1,1,1,1,1,0,1,3,2,3,3,2,1
448,8,1,0,1,1,0,1,2,3,2,3,3,4,1,2,3,1
449,5,2,2,1,1,1,3,1,2,3,3,1,2,3,2,1,1
450,14,2,4,4,4,5,2,4,4,5,2,2,4,1,2,2,4
451,19,3,6,5,4,5,3,1,1,3,3,3,7,3,2,3,7
452,23,3,2,3,9,3,5,6,7,11,11,9,10,10,9,6,4
453,7,1,2,1,2,1,2,2,3,2,3,3,3,4,3,1,2
454,7,2,1,3,2,2,1,3,3,1,1,1,2,1,1,1,1
455,12,5,7,7,6,3,3,3,3,3,5,5,2,2,2,2,1
456,12,1,2,3,6,1,2,2,4,0,2,5,4,1,1,4,2
457,24,6,12,11,12,2,9,8,11,1,4,4,7,5,4,8,8
458,24,11,14,7,8,5,15,8,9,5,12,4,9,5,11,11,8
459,4,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1
460,6,2,3,3,3,2,2,1,2,1,1,2,2,1,1,2,2
461,13,3,3,3,1,4,5,6,5,3,2,4,5,3,2,1,3
462,6,2,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1
463,10,4,2,3,4,3,3,3,2,3,2,1,2,2,1,2,2
464,5,0,0,0,0,3,1,1,1,3,2,3,2,2,1,2,2
465,5,1,1,2,1,1,2,3,1,1,1,2,3,1,1,0,1
466,10,2,2,3,4,1,3,3,4,2,2,1,1,0,0,0,0
467,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
468,4,1,0,1,1,1,1,0,0,0,2,1,0,0,1,3,1
469,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
470,4,1,1,1,2,1,1,0,2,0,1,1,0,0,1,1,1
471,8,0,2,2,2,2,3,1,2,1,1,1,2,0,1,2,1
472,8,1,1,1,1,2,1,2,2,2,1,2,4,1,0,2,4
473,16,3,6,5,2,4,4,3,4,2,2,5,3,3,3,3,3
474,16,4,4,4,3,3,4,6,2,1,3,6,3,2,4,4,6
475,13,1,1,1,6,1,1,1,4,1,1,4,4,2,3,6,6
476,15,6,5,4,1,5,5,2,1,3,1,1,2,2,1,2,3
477,4,1,1,1,1,1,1,2,3,1,1,1,1,1,2,2,2
478,14,2,2,3,5,2,1,2,5,2,2,1,5,4,2,1,5
479,10,1,1,2,1,2,1,1,1,3,2,2,3,6,2,1,0
480,10,3,2,2,2,7,4,4,4,2,1,2,2,2,2,1,1
481,12,3,2,2,4,5,5,5,5,4,4,2,3,2,1,2,2
482,10,1,2,2,0,1,3,2,2,3,5,5,3,4,3,3,3
483,16,3,5,4,8,3,3,6,7,5,7,8,5,6,8,2,2
484,8,2,1,2,3,1,2,1,3,1,1,1,3,1,1,2,2
485,14,2,2,1,2,2,2,2,2,5,4,5,4,5,4,2,2
486,18,2,2,6,4,2,3,5,4,4,5,6,3,3,4,6,2
487,6,2,2,3,2,1,2,2,0,1,1,1,1,1,2,2,0
488,6,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,1
489,8,3,2,1,2,1,1,1,1,0,0,0,0,2,1,1,1
490,7,3,2,2,1,1,1,3,2,1,2,3,1,1,1,2,1
491,4,2,2,1,1,2,2,2,2,0,1,1,0,0,1,1,0
492,3,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
493,3,2,1,0,1,1,2,1,1,1,0,1,1,1,1,1,1
494,3,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0
495,5,1,0,0,2,1,1,1,2,2,1,1,1,1,1,0,1
496,8,2,1,2,2,1,1,1,1,1,1,1,1,3,3,3,1
497,4,0,1,1,0,2,2,0,0,1,2,0,1,2,1,1,1
498,29,7,1,2,4,6,3,2,5,6,6,6,6,6,5,7,5
499,19,4,3,4,3,2,2,2,2,2,0,2,2,4,3,4,3
500,12,4,3,2,1,2,1,2,3,2,2,2,5,2,1,1,4
501,24,4,3,3,9,5,4,3,8,8,7,3,8,8,10,7,4
502,23,5,1,6,5,4,1,2,10,2,1,2,8,0,1,2,9
503,27,3,2,2,3,3,6,9,10,9,7,7,9,7,8,4,5
